Actual_Train_Price,Predicted_Train_Price,Actual_Test_Price,Predicted_Test_Price
9.8,18.4176992307162,9.19,8.001932020384247
2.6,3.3200732601965415,6.0,4.697690510939729
3.85,4.38599871622551,4.45,7.488775496116714
1.55,2.07838374359723,3.87,3.094541822817683
10.24,17.4570475914325,12.0,7.622232234707421
11.88,8.446761912950047,11.64,8.283776901466583
5.11,7.38694773929411,11.5,12.160764675603977
15.45,13.237388161561903,11.5,10.219292502555167
3.8,3.997032456909956,4.1,2.3582380530438543
1.99,2.4989820237921863,31.5,24.02393489425265
16.36,15.994995085586506,2.0,2.0071287495952395
26.0,12.510510434280267,11.6,9.517744742244147
3.3,4.077947102352833,6.01,5.454705638516447
5.9,4.361500169479731,4.8,4.832984450337927
26.0,17.601631020758237,3.0,4.348901665008459
4.25,4.5464122191777,3.25,3.431186526162438
9.86,10.455133114136066,2.5,3.9614767634326586
4.58,3.5526660944897333,5.0,2.9428028435712617
5.8,6.739894606793746,2.2,3.151963499710303
2.0,1.5540765119752697,7.5,5.128035935965017
11.82,9.009924952407534,7.65,6.890791408224885
5.64,5.055636954618211,23.0,16.922395874922856
6.5,4.223379660513736,23.41,25.190055702261784
3.19,4.436344833966613,4.25,3.583745478144193
3.0,4.2751452451766285,6.09,5.483051275961383
9.85,6.6825137921274695,4.75,4.704773134413638
4.85,5.383444985859547,3.89,5.331697679513307
3.65,2.9482823349590856,10.0,12.493558208401824
1.8,2.7691178875269955,6.0,5.6815535533283095
13.5,12.955510106380693,5.29,3.6975973347371722
2.35,2.461047931982855,7.14,5.277228609510778
31.0,15.219325697347868,11.5,10.801376966513411
4.6,5.702829241710572,5.86,7.587225891683851
6.75,4.888960121068919,0.95,0.9867106737552394
3.65,3.1964049635617995,3.0,2.4944920262641745
4.85,4.7637463586947195,18.25,19.461939111987036
10.85,10.315055645425884,5.81,5.588226380714904
4.45,5.88607975389317,15.5,11.102886795543194
24.75,15.438600776015145,8.5,8.755618907387781
2.2,6.188317350477723,45.0,42.305917383843024
1.8,3.0738867788227213,22.0,18.064903664358393
3.13,2.981844139871921,6.35,5.212148227281105
6.83,6.189078833136665,1.8,1.673215659369801
5.75,5.954477618653278,6.25,6.481245366346097
2.3,2.0756557756784195,6.75,6.652660689051575
7.75,7.751840040055931,2.9,3.5978419829203765
2.0,3.518995063745574,3.6,4.5892535363006255
6.5,6.6821903024329785,2.25,2.299278450984872
19.5,18.31460437752473,7.23,7.942178883422795
7.0,4.6114281585988355,3.0,3.7186989595536226
2.2,2.15925395720576,22.0,29.12316401093413
32.0,26.459201201331073,11.75,25.272565015569814
5.05,4.191270994109977,2.8,3.644635650227581
5.75,3.9805486461720956,6.99,9.566536339335137
2.11,2.3609286150338993,3.75,2.55647341028158
20.87,19.23177728993163,65.0,3.789416394772398
2.0,4.4537384179640895,6.58,8.5662954132557
7.3,6.5361166483467725,14.5,17.351870725244556
23.75,23.346787320527234,6.14,5.892218620257815
4.25,5.766813374719118,3.05,3.2768517757298783
17.0,13.404081005716003,3.75,4.148804225718571
3.7,4.013913244170107,3.0,2.5399585356545993
57.0,36.14015571398441,33.66,28.485935507936738
5.1,4.273642836406793,5.45,3.8293882387364535
2.65,3.400640562666476,4.29,6.398984587286951
11.0,7.961251526248705,4.75,5.000491089911631
2.8,2.6025787377179284,26.75,18.129295473044458
12.5,8.773656745079963,10.05,6.570083761617572
7.5,5.368318106450652,3.5,3.0854697281706507
3.55,4.015347525662615,13.08,17.597541352069214
4.3,5.7971940671691895,1.55,1.443214149105952
20.0,28.28793927473603,1.94,3.717114611695669
4.75,7.147733698700685,21.0,18.575059258116617
1.99,1.8244638029974811,3.75,3.308132018432042
9.75,6.419861462501205,2.75,3.4599856777767797
3.25,4.298578115444849,5.15,4.664961018751547
56.5,34.16303979835585,1.5,1.9018782374456944
3.85,3.700187767865708,2.95,2.7237984846799166
3.85,3.638002486856483,2.78,2.827465585363512
4.22,5.594948031590046,13.25,9.960229999712682
5.75,5.19607016393746,4.3,3.337923416040074
2.0,2.3422280938008204,50.66,184.7976829567846
16.5,17.50164893533625,3.45,4.788908665844973
6.04,6.063472053274689,3.5,4.28557480595859
7.64,9.643377750720726,3.5,4.998055399651114
2.75,2.596887433123013,23.5,19.911056157008904
13.95,11.628096799012798,34.54,37.02054534933047
2.6,2.8873845125679063,2.6,2.2071880213428083
1.8,2.7595326063068972,5.99,7.3887543675221385
5.25,4.758134794367056,7.99,6.2871988491241275
1.4,1.3521949278491456,44.0,44.35841063166779
48.5,36.77360276919247,5.35,6.324275745425646
5.35,5.2761767084254325,12.65,10.585583069656485
11.5,9.788148022281977,10.8,10.12099443095434
3.55,4.044906523725545,30.0,19.252383486974406
55.54,59.31985099803603,6.5,6.528854929962168
8.11,8.417198420970372,5.5,6.769917324661954
33.5,20.99651171224054,4.65,4.055261433163624
0.7,1.3764680916403094,28.79,21.90295691413469
4.05,3.3342267533805776,1.2,1.3201668996492752
11.0,9.743638159201616,6.53,4.436805507252335
2.5,2.104491570235103,5.95,3.9180630713734135
2.95,4.366009101407251,5.35,4.862665564451285
5.7,5.772425004768664,9.5,6.363342487300551
14.0,17.07395856849442,14.5,5.68300335771379
32.25,33.419196713227336,2.65,4.023008483132364
17.95,13.371541387432417,24.63,25.947857838102237
1.45,1.5302171677769194,6.46,5.0830085385454655
1.1,1.5467489259591045,5.55,5.364785316671935
6.7,8.02987514589822,4.5,5.824855551205213
15.5,18.747094101752296,23.65,19.59682770752262
8.95,10.643111661860663,2.0,1.5549098374733623
14.5,8.304795559496629,4.69,5.29107155196675
2.85,3.416630169403912,17.5,9.06975986415733
3.1,2.7931384994855777,2.95,2.590490650085687
4.16,3.421123464614351,8.2,6.052428712641496
9.4,9.93860096833095,2.75,3.133737264701972
4.25,5.723477162176585,29.0,21.732571916943094
9.47,8.634555324210387,4.0,4.329458024047572
2.5,2.1815318048768404,2.25,2.6358732991009437
9.44,7.512149055280824,13.5,10.608824777056801
7.15,7.967849285059482,3.76,4.103691952158666
2.7,2.7751822793412035,4.25,5.125920963258138
29.0,18.16840799294179,19.03,20.396474696755032
11.5,14.611806667851624,5.4,6.7834620005236435
7.5,16.042763872507894,7.35,4.737157582279522
3.91,6.103386584799742,3.46,3.6308770776965607
6.35,6.547185804903556,11.0,7.433607654423507
3.7,4.416277517812878,7.5,4.871092206209665
6.08,5.92475509232474,2.35,1.8309551746065684
2.8,4.184037560036436,6.75,6.340377193399513
43.0,45.39745620088308,5.75,6.227214698480247
2.22,1.8591872527046904,3.55,3.367802624753707
4.9,5.478661048081394,5.04,5.277053558779498
2.3,2.287043590260414,5.7,7.752812377923283
3.6,3.819143797434033,4.25,3.5068668062584867
8.25,6.472431990449594,8.25,7.332311469400195
4.3,3.32955153785344,9.0,9.36121387413104
5.23,5.97029776903843,64.87,64.44606383300494
9.47,16.831528051331425,9.6,8.312277649589257
8.9,6.391363116933954,5.5,5.3002410246250315
24.75,19.912878272960224,2.0,4.454029452424206
3.0,3.1213362399611264,1.0,0.9113550879614647
3.1,3.3852039587217644,4.65,5.576798861799145
4.99,4.482255609806897,8.75,16.86500316960428
1.2,2.3351376703966396,13.0,17.071618292604118
32.0,17.012187644892684,2.6,2.457665217423788
0.53,0.4218054249341432,6.21,5.421835706660644
3.3,4.996153446843167,6.71,6.102752691009922
3.25,3.677557735344475,2.9,3.8443711673813947
1.2,1.2240041437410736,2.7,3.7151605424634186
1.25,2.048015087998313,10.5,7.979077077134303
3.75,3.752706133594243,2.15,1.984940594183696
27.0,24.230403726490312,6.86,6.703749306355682
1.55,1.700078681930697,2.5,2.679454773659426
11.0,12.541343447028753,5.25,6.427995165574521
14.25,13.00940325760486,2.5,3.234216408847679
9.95,9.213210624147411,1.0,1.1471144130187354
6.0,5.224285572878075,4.2,5.236297850808174
7.43,6.208742602274516,1.25,0.9254854092566851
2.65,2.4093604168633758,49.0,30.98186322590704
2.95,3.824591917167749,5.75,4.29536170557335
18.75,18.357878718422818,5.94,5.20591792221179
3.75,5.657751526790468,3.7,3.9945504952958095
11.0,8.424523231044754,12.5,9.783766565475469
13.5,25.152772113216596,5.5,7.800083077393654
17.0,22.111250091134778,5.12,5.341579800429096
6.86,6.507868711592421,3.8,3.6222986402447006
5.95,5.815437834919569,61.29,65.00109736309678
1.0,1.9726720796976898,4.28,4.319147018136567
4.75,3.509469988759928,17.25,16.865021945194183
40.0,26.321364606397662,9.0,6.396413066919362
2.9,3.1423583691293335,4.55,4.572459480268541
11.78,10.640591620800263,5.9,5.4619397335466795
7.22,7.919285854511871,38.99,27.73245759946039
6.75,5.043275862848267,3.0,3.584056846696894
24.5,22.504963742394963,3.0,5.5433022882665695
3.45,3.2880625386238953,26.0,27.000823034714298
4.5,5.976503840226629,11.31,8.418323229876886
3.19,3.083784298900908,3.5,3.347509958698547
7.1,5.858658789981606,6.0,4.638787385513003
5.65,5.490655394693987,6.25,5.71571638156219
6.68,8.50289555642651,13.0,19.237616644384378
3.25,2.867350236661496,2.5,2.95980656818211
12.0,11.869265020133804,2.45,3.0427158515041994
2.5,2.2522053778973463,6.25,5.896122271274327
7.25,5.17401299084526,3.99,6.527554457904576
6.95,9.010025633701066,3.1,1.982441437729261
3.43,4.918857175791576,15.0,12.392792542161605
11.75,8.992717323999786,28.5,28.635908821195873
4.41,4.0177899989805494,27.3,20.5056623400915
5.1,5.22310315509031,14.0,14.845678582551336
12.0,7.205546278166038,79.0,76.10265713412996
3.55,4.040785092805579,11.25,8.674453341887308
35.0,19.158767539340655,1.35,1.667217987511998
12.5,7.9505326642069525,13.75,15.18531018106423
1.45,2.0195666578055618,3.48,3.1369339284121196
3.75,4.246155235988745,8.65,8.112293590012305
16.0,12.316534690817207,2.96,2.5534650862166504
0.95,0.832591656813037,7.5,5.6133308756437765
3.4,3.5809651280399386,5.55,6.554623747398114
1.75,2.859016874840094,5.6,5.602334104818721
11.75,7.389271874957568,12.5,9.933975874884666
3.0,4.761336518785706,5.53,5.480324670783231
5.43,5.983644844050578,3.65,3.385367037468162
3.2,3.7994469939614115,2.55,3.3969496794637424
4.9,3.8415048075568605,1.7,1.843821073265082
2.25,2.4492443617336317,1.55,1.7000768912524749
3.25,4.501770966895446,3.65,5.372895145075348
6.0,5.1584383454096985,3.25,2.9181689617685804
3.9,4.048766554440308,1.5,2.0679796398002774
2.5,2.934195386306309,11.75,9.403065755897387
2.8,3.933902353118214,48.0,120.42742543303356
21.0,29.00932141850863,3.7,5.779298313238203
4.75,5.33989208945465,83.96,123.28911731934313
6.0,18.737807028490845,12.0,8.61036159828516
4.35,3.791817001161888,4.34,4.377424524161202
2.6,2.001914231894313,10.6,18.153737202674385
8.25,9.16976074134953,5.44,6.164642236921407
5.8,6.0325075974805396,59.65,72.87373488844183
4.35,5.660380227448859,6.25,8.063165379865639
2.98,4.513933836163712,3.9,5.176519821460997
5.6,5.532865729064223,4.75,6.072125568496976
5.75,5.123548168171848,3.85,4.472647049189335
7.33,5.73429802034396,14.23,11.657154682282735
6.9,6.702766357541295,4.75,5.3768600761678025
20.11,16.088135232909604,5.45,4.705842652612506
29.52,37.410761860247376,5.2,6.726093242908888
35.5,23.513513069505645,4.11,3.8860519031610115
29.5,23.598087640555296,2.62,2.4793099005929986
36.0,30.16015559960155,19.25,13.018188531717383
2.45,2.5784866398292428,8.91,5.871141395743487
4.5,5.248853641425262,6.2,6.424010366913357
10.5,6.98251908572305,4.85,5.26175852470761
2.6,3.4399134885673153,2.5,3.074879110040622
2.41,2.180636169009574,5.0,4.8612603531406435
4.45,3.845443948146688,3.65,6.11999074265218
6.42,5.387908344315388,3.99,4.412971988867516
5.5,6.031060052332461,2.4,2.5029370304195293
1.6,1.8683250131911577,4.45,3.6515742502010413
6.95,4.980889703867941,7.57,9.984518827675172
4.4,3.8756610627714236,3.2,3.0432732310302346
4.6,6.923794667479516,39.62,32.189992409882166
1.6,1.1310762684506537,7.4,9.265541918122377
3.6,3.818101409566821,11.5,11.87071429342193
9.5,9.30817201869893,3.35,3.492219036855967
3.75,4.901926028087265,8.85,11.222937371608054
2.3,1.8523936749450813,4.79,6.693466914962149
4.9,3.3769608855445425,4.25,6.630762950462751
4.25,4.008936502201658,17.45,21.151124537729736
19.75,25.35904147554035,21.6,19.07743673584875
2.9,4.66286735724666,7.25,5.858655320374312
6.75,5.873453030794002,1.45,1.6933496096086098
3.9,5.651750595317801,5.6,5.994130212345348
5.41,5.0843353147045915,10.0,13.0892734408602
2.0,1.673215659369801,8.45,8.216087037698445
3.3,4.179123071558806,2.95,2.944262248396602
3.8,3.58435108383939,8.5,8.716646871520405
1.0,0.8694587011381348,10.4,7.342873958563854
3.3,4.261694172646062,5.85,5.047431746536757
4.95,4.414141925472626,43.35,43.920447986440365
13.0,15.459100095612065,4.9,7.818121949294181
4.25,4.007099305466275,12.6,11.691115529173834
7.25,6.967396634397169,72.0,130.99651984969873
3.1,3.429562280371132,19.0,14.377421842696789
8.7,8.549442786088969,4.25,5.584272180810127
6.5,4.793452777453769,4.5,4.354116135486597
3.5,3.913320067287394,40.5,90.73678865190841
3.25,3.9276847807998694,8.11,8.84530543444636
4.65,5.0474033402987,3.5,2.514675322269754
2.8,3.1474069146955617,3.0,3.06443271409402
7.5,7.176283140488175,3.5,3.5068066485173977
8.4,8.596184795020063,7.25,6.636907904543739
6.2,5.081980101461461,4.27,5.212236166626088
1.5,1.6465811636693248,8.5,7.8556893201558715
75.0,49.79660256618633,1.12,1.4496119839760848
4.7,4.712648986832328,7.0,6.699562803538026
13.3,11.551173808207833,0.45,1.282754563598119
5.25,7.198680043129708,4.9,2.935126137104988
3.99,4.716668398152476,24.95,22.617820003767026
5.35,4.287827667139681,37.3,29.641466194436347
47.35,30.571845742597663,2.79,3.307710849595983
9.95,7.3759633388939205,9.2,4.871913273263029
7.35,5.180162176435877,4.9,4.841961936251122
12.5,18.512193250669785,4.3,5.271584083505297
7.09,5.50187829580551,2.5,2.589872639880758
9.44,7.347967659924673,4.9,4.621050265134764
6.45,5.141443328880512,10.7,11.00390882900257
5.27,5.290715257262889,3.8,3.0548021745263214
17.0,12.285653593798662,70.0,60.73837643403763
3.67,3.777019154378873,16.09,18.954176760447474
2.1,1.788394357484618,5.5,3.915431621878019
5.63,5.364474551398753,4.0,4.063839788722591
8.47,8.44846645999419,0.55,0.7899227989401452
3.95,7.071858567749937,7.75,6.697324123375654
12.5,12.117708083381707,6.35,4.44760631830253
5.0,4.498493643420745,4.83,6.6906691738245625
5.65,7.462573146794501,34.08,21.86446040421353
2.75,3.152879693408455,7.5,9.066522371904497
3.29,2.210351502275984,6.76,8.720825051592772
3.38,3.5670034325427995,6.25,4.239706343647074
4.75,4.110292792146607,14.28,12.371735222165515
4.75,5.35006838167726,1.1,1.5132302014211545
2.21,2.216155332597593,21.69,24.455079005690134
6.0,5.61675608851624,14.14,10.460104194199934
5.5,4.219332232912944,10.36,8.245846875820913
8.75,7.546252084274559,2.5,3.5960049917718386
40.5,27.942073906986963,5.5,10.320416319202627
13.51,14.537094089233186,0.95,1.3250368872088105
38.5,31.221067870737855,5.9,7.630062824467686
6.9,7.211406956418223,30.77,27.089481564294104
8.24,6.914368595313327,13.25,9.195780152842286
5.49,5.055192217862356,0.8,1.9381842693566158
6.3,7.569354045073661,4.2,4.733071901966982
4.2,3.705555439726375,8.0,7.282056325247713
3.32,2.8371714793456864,9.0,7.2128392201422304
4.5,9.740896206489774,2.5,4.806839276379016
2.75,4.019828217348039,28.55,32.285386383738796
4.45,3.680537102742958,10.85,11.871495502146452
5.15,6.523313185735368,12.41,13.234394709206727
6.95,5.162809156145939,12.5,14.607201313696354
4.25,4.797516267237754,0.75,1.3426916222457197
2.6,2.352836960215043,3.35,3.8368287626736124
10.49,8.895690618556193,17.5,11.952622519274412
1.46,2.9274857935878815,7.5,6.205016953472139
5.2,4.40012829119107,27.0,16.419683086656594
5.22,5.826730390795993,10.5,16.579449031359978
3.25,3.683056308958559,9.75,7.7085094455611625
6.27,7.011233884137378,16.75,14.597193834644528
0.77,0.5066164637274586,0.91,3.0895971262468156
18.0,17.81428947455984,25.75,25.372443012414692
2.4,1.8340326296108096,34.5,46.485637454135855
43.6,40.997836759321075,5.99,6.045012464240883
3.85,2.9686730740998377,2.69,2.317345621775929
9.15,8.97841507669801,0.95,1.250539744856142
3.3,2.371098394811548,45.73,57.964309912295285
4.15,4.020971136705017,4.4,4.49641762306226
6.17,6.096988757134172,1.74,2.8071828828876195
13.25,10.185106377534424,2.5,2.550208374423751
12.0,11.668742942766901,2.1,2.572505383639311
4.25,4.519634264624684,3.49,4.15393170962596
12.5,11.778622882172892,8.62,7.7027855796494205
6.25,5.37721672246162,45.0,46.79327295901419
4.85,4.992731029401475,10.0,9.009493327729775
38.0,33.46069059909952,38.0,22.754790483367174
6.9,5.2803867613008535,4.35,5.144216421973109
18.5,22.76548990947613,11.13,11.549124852205267
43.0,33.41819946999983,3.25,2.4420800558231095
3.63,4.8931677714125525,14.6,9.62875612965469
7.0,6.133161614532722,4.75,4.355137910007856
4.75,4.643551582006577,1.9,1.6832880923089357
12.5,9.133962730229875,5.35,5.265645293619119
4.9,4.122084507085238,2.25,2.632753073183792
1.24,1.3012931512854586,1.5,1.9966456362547451
2.13,2.757566961990433,9.3,11.126594428624468
4.0,5.910254074704053,3.4,3.903191214481988
6.5,5.920506205582843,4.41,4.440098875378596
5.25,8.05253749337028,6.97,9.840375877134653
5.0,8.956115762296708,3.75,5.8532550914457016
1.3,1.252929996820698,1.69,1.7097005668919871
2.35,2.961838735593787,10.11,9.212057722499663
3.15,2.8333681252026963,4.85,5.165492477326428
6.26,5.470998710547585,3.25,3.435953023149201
21.33,22.41737515021467,56.0,27.82323080636994
3.74,3.4251613486017347,3.7,6.69775534721033
10.9,11.492326906136162,8.5,10.982431275068654
5.65,4.357855162663435,4.5,4.756921587940526
3.2,3.7474817666777667,1.6,2.2826059316330456
4.1,3.3303917650437644,4.8,4.137251280525637
1.85,1.8863476864684465,90.0,180.38568598512913
4.57,3.7971572760749432,6.5,7.997793158788568
42.5,27.901043239595452,6.5,6.649126910696008
9.75,8.698585708700865,5.9,3.8972699011840706
20.25,20.526564850053383,12.13,8.662691694197504
16.59,17.527402674789247,2.9,2.981600419182792
5.6,4.322421833822074,0.8,1.9258314801944405
1.9,1.6230952131202614,26.5,35.3673117418484
8.6,8.685456906372835,16.25,12.923387233835841
2.11,2.222378229512637,3.3,2.7876463864858896
5.35,4.790556382847205,8.25,6.031799044281561
1.65,2.171387088010237,12.83,11.781225125935334
5.65,5.9225724648700515,8.25,7.651747939291403
3.49,3.587056696223237,7.0,5.784305289883751
7.5,9.815725351043644,8.0,7.893640676771291
24.0,18.23575687307043,23.32,22.321472972621933
5.85,4.846013187525859,8.75,9.201190835573419
8.48,9.876072524025597,4.3,3.6222117538309706
3.95,4.830996071801522,3.1,2.5918568031931324
1.6,1.5772750438780796,7.2,5.395493910724552
8.65,8.251761077860937,7.5,5.84954482573046
23.0,28.769926808308597,17.08,15.482644663811907
10.9,10.025945755376268,2.5,3.210125408538391
13.9,10.443489287788664,19.0,20.368284290724386
3.55,3.2405521732570253,7.22,6.694589725363288
5.0,4.263522074107866,5.49,5.3383110515471595
1.3,2.186207649297897,17.99,16.620340365174247
3.38,3.2679673015049926,4.8,5.827935193241589
4.58,5.317040900583501,2.49,2.273783417264289
44.0,56.356824683793505,1.7,1.4868585188419858
27.0,23.511640077335464,7.9,7.56663535713762
2.6,3.920757292017341,1.5,1.4726259073494308
3.71,3.4257717236142127,2.4,2.1128240340434807
3.2,2.4642531104812297,23.0,18.664997087184275
4.3,4.6827233466220575,3.55,4.02358352338434
17.5,12.510606865466675,2.75,2.763662835074545
